date,sustainable boots,hiking boots,vegan boots,waterproof boots,geo,window,source,url,accessed,note
2021-09-05,0,16,5,18,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-09-12,0,19,5,23,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-09-19,0,19,6,22,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-09-26,0,22,7,47,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-10-03,0,23,9,46,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-10-10,0,20,7,35,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-10-17,0,24,10,48,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-10-24,0,23,9,41,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-10-31,0,24,9,49,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-11-07,0,19,9,35,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-11-14,0,20,9,33,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-11-21,1,24,12,39,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-11-28,0,23,9,49,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-12-05,0,22,10,42,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-12-12,0,18,8,27,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-12-19,0,19,7,26,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2021-12-26,0,36,10,43,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-01-02,0,40,9,43,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-01-09,0,31,7,34,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-01-16,0,25,6,27,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-01-23,0,24,7,22,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-01-30,0,22,6,20,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-02-06,0,24,6,21,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-02-13,0,22,6,24,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-02-20,0,21,6,22,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-02-27,0,21,6,21,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-03-06,0,21,6,17,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-03-13,0,21,5,15,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-03-20,0,18,4,13,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-03-27,0,17,4,13,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-04-03,0,17,4,14,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-04-10,0,18,4,13,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-04-17,0,17,4,10,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-04-24,0,17,4,9,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-05-01,0,18,4,10,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-05-08,0,13,3,9,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-05-15,0,15,3,12,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-05-22,0,15,3,10,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-05-29,0,15,4,11,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-06-05,0,15,3,13,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-06-12,0,12,3,8,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-06-19,0,11,3,9,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-06-26,0,13,3,11,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-07-03,0,13,3,9,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-07-10,0,11,3,8,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-07-17,0,12,3,7,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-07-24,0,14,3,10,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-07-31,0,13,4,12,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-08-07,0,12,3,9,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-08-14,0,13,4,13,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-08-21,0,15,5,17,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-08-28,0,16,5,18,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-09-04,0,15,5,26,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-09-11,0,18,5,25,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-09-18,1,19,6,26,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-09-25,0,20,6,37,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-10-02,1,21,7,37,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-10-09,1,21,6,34,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-10-16,0,21,6,36,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-10-23,0,20,6,39,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-10-30,0,22,7,48,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-11-06,0,20,8,44,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-11-13,0,23,8,50,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-11-20,1,23,10,59,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-11-27,1,23,9,42,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-12-04,1,22,10,45,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-12-11,0,28,10,58,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-12-18,0,20,8,27,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2022-12-25,0,33,10,44,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-01-01,0,30,5,36,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-01-08,1,25,6,33,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-01-15,0,25,5,32,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-01-22,0,25,7,24,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-01-29,0,22,5,21,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-02-05,0,21,5,17,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-02-12,0,20,5,14,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-02-19,0,21,4,14,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-02-26,0,21,4,17,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-03-05,0,21,5,23,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-03-12,0,21,5,20,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-03-19,0,21,5,19,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-03-26,0,22,4,19,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-04-02,0,20,3,16,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-04-09,0,21,4,16,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-04-16,0,21,4,14,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-04-23,0,18,3,15,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-04-30,0,20,3,13,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-05-07,0,20,3,18,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-05-14,0,16,3,12,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-05-21,0,16,2,11,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-05-28,0,16,3,10,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-06-04,0,14,3,7,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-06-11,0,12,2,7,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-06-18,0,11,3,9,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
2023-06-25,0,14,2,10,GB,5-year weekly,Google Trends via pytrends,"https://trends.google.com/trends/explore?q=sustainable+boots,hiking+boots,waterproof+boots,vegan+boots&geo=GB&date=today+5-y",29 Jun 2026,'sustainable boots' = 0 throughout (below measurable threshold)
